S. No,Office Name,Registration No.,Registration Date,Vehicle Category,Vehicle Type,Vehicle Class,Permit Type,Permit Category,Permit Issue Date,Permit Valid From,Permit Upto,Region Covered,Route Covered,From Location,To Location,Via Location,Permit Service Type Name,Registration Finacial year,Permit Finacial year,Vehicle Fuel,Goods To Carry
14581,UDHAMPUR ARTO,JK14C2791,06-Aug-12,HPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,21-Aug-12,21-Aug-23,20-Aug-28,,NA,UDHAMPUR,BARMIN,DHANAL,Ordinary Service,2012-2013,2012-2013,DIESEL,
14582,UDHAMPUR ARTO,JK14C2792,06-Aug-12,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,30-Nov-12,29-Nov-18,28-Nov-19,,NA,KATHIL,RAMNAGAR,,Ordinary Service,2012-2013,2012-2013,DIESEL,
14583,UDHAMPUR ARTO,JK14C2954,23-Aug-12,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,28-Aug-12,28-Aug-19,27-Aug-20,,NA,UDHAMPUR,TIKRI,,Ordinary Service,2012-2013,2012-2013,DIESEL,
14584,UDHAMPUR ARTO,JK14C3043,30-Aug-12,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,25-Oct-12,25-Oct-20,24-Oct-22,,NA,RANG,KATWALT,,Ordinary Service,2012-2013,2012-2013,DIESEL,
14585,UDHAMPUR ARTO,JK14C3044,30-Aug-12,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,27-Jun-06,27-Jun-17,26-Jun-18,,NA,RAILWAY STATION UDHAMPUR,KUPERLA,,Ordinary Service,2012-2013,2006-2007,DIESEL,
14586,UDHAMPUR ARTO,JK14C3292,14-Sep-12,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,23-Sep-14,11-Sep-16,10-Sep-19,UDHAMPUR DISTRICT ONLY,NA,,,NA,Ordinary Service,2012-2013,2014-2015,DIESEL,
14587,UDHAMPUR ARTO,JK14C3323,20-Sep-12,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,02-Nov-05,02-Nov-23,01-Nov-28,,NA,SUNDLA,MANWAL,,,2012-2013,2005-2006,DIESEL,
14588,UDHAMPUR ARTO,JK14C3359,22-Sep-12,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,05-Oct-12,03-Oct-23,02-Oct-28,,NA,MANWAL,JANSAL,,,2012-2013,2012-2013,DIESEL,
14589,UDHAMPUR ARTO,JK14C3468,04-Oct-12,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,08-Sep-11,08-Sep-17,07-Sep-18,,NA,UDHAMPUR,BHUGTARIAN,,Ordinary Service,2012-2013,2011-2012,DIESEL,
14590,UDHAMPUR ARTO,JK14C3482,05-Oct-12,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,30-Jul-02,30-Jul-19,29-Jul-24,,NA,JANGAL GALI,KATRA,,Ordinary Service,2012-2013,2002-2003,DIESEL,
14591,UDHAMPUR ARTO,JK14C3636,21-Dec-12,HPV,Commercial,Bus,Stage Carriage Permit,BIG BUSES(HTV),23-Feb-13,24-Dec-16,23-Dec-17,JAMMU BANIHAL AREA,NA,,,NA,Ordinary Service,2012-2013,2012-2013,DIESEL,
14592,UDHAMPUR ARTO,JK14C3769,02-Nov-12,HPV,Commercial,Bus,Stage Carriage Permit,BIG BUSES(HTV),24-Nov-12,08-Nov-17,07-Nov-18,JAMMU BANIHAL AREA,NA,,,NA,Ordinary Service,2012-2013,2012-2013,DIESEL,
14593,UDHAMPUR ARTO,JK14C3786,13-Dec-12,HPV,Commercial,Bus,Stage Carriage Permit,BIG BUSES(HTV),14-Dec-13,14-Dec-20,13-Dec-22,JAMMU BANIHAL AREA,NA,,,NA,Ordinary Service,2012-2013,2013-2014,DIESEL,
14594,UDHAMPUR ARTO,JK14C3859,09-Nov-12,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,24-Nov-12,14-Nov-18,13-Nov-19,,NA,UDHAMPUR,THANAL SALMATA,,Ordinary Service,2012-2013,2012-2013,DIESEL,
14595,UDHAMPUR ARTO,JK14C3877,14-Nov-12,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,24-Jul-07,24-Jul-16,23-Jul-17,,NA,,,NA,Ordinary Service,2012-2013,2007-2008,DIESEL,
14596,UDHAMPUR ARTO,JK14C3949,21-Nov-12,LPV,Commercial,Maxi Cab,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,19-Jan-13,19-Jan-24,18-Jan-29,,NA,TALAYANI,SOLO PUL,,Ordinary Service,2012-2013,2012-2013,DIESEL,
14597,UDHAMPUR ARTO,JK14C4070,30-Nov-12,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,14-Dec-12,07-Dec-15,06-Dec-16,JAMMU BANIHAL AREA,NA,,,NA,Ordinary Service,2012-2013,2012-2013,DIESEL,
14598,UDHAMPUR ARTO,JK14C4096,06-Dec-12,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,29-Dec-12,14-Dec-16,13-Dec-17,,NA,RAM NAGAR,KATWALT,,Ordinary Service,2012-2013,2012-2013,DIESEL,
14599,UDHAMPUR ARTO,JK14C4191,08-Dec-12,HPV,Commercial,Bus,Stage Carriage Permit,BIG BUSES(HTV),19-Jan-13,17-Jan-17,16-Jan-18,UDHAMPUR DISTRICT ONLY,NA,,,NA,Ordinary Service,2012-2013,2012-2013,DIESEL,
14600,UDHAMPUR ARTO,JK14C4201,08-Dec-12,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,17-Aug-00,01-Apr-17,31-Mar-18,,NA,JAKHANI UDHAMPUR,DHANAL,,Ordinary Service,2012-2013,2000-2001,DIESEL,
14601,UDHAMPUR ARTO,JK14C4271,13-Dec-12,HPV,Commercial,Bus,Stage Carriage Permit,BIG BUSES(HTV),18-Dec-12,20-Dec-22,19-Dec-27,JAMMU BANIHAL AREA,NA,,,NA,Ordinary Service,2012-2013,2012-2013,DIESEL,
14602,UDHAMPUR ARTO,JK14C4309,17-Dec-12,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,14-Jul-09,14-Jul-21,13-Jul-22,,NA,KATHAR RLY STATION,GUJROO NAGROTA,CHALLAN,Ordinary Service,2012-2013,2009-2010,DIESEL,
14603,UDHAMPUR ARTO,JK14C4312,17-Dec-12,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,08-Jul-16,01-Apr-19,31-Mar-20,,NA,RAMBAN,NOWGAM BANIHAL,VICE VERSA,Ordinary Service,2012-2013,2016-2017,DIESEL,
14604,UDHAMPUR ARTO,JK14C4369,19-Dec-12,MPV,Commercial,Bus,Stage Carriage Permit,BIG BUSES(HTV),21-Dec-12,21-Dec-18,20-Dec-19,JAMMU BANIHAL AREA,NA,,,NA,Ordinary Service,2012-2013,2012-2013,DIESEL,
14605,UDHAMPUR ARTO,JK14C4371,19-Dec-12,LPV,Commercial,Maxi Cab,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,03-Jan-13,03-Jan-20,02-Jan-22,,NA,DHALLA,AMROH,,Ordinary Service,2012-2013,2012-2013,DIESEL,
14606,UDHAMPUR ARTO,JK14C4447,26-Dec-12,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,28-Dec-12,28-Dec-15,27-Dec-16,,NA,,,NA,Ordinary Service,2012-2013,2012-2013,DIESEL,
14607,UDHAMPUR ARTO,JK14C4508,27-Dec-12,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,27-Nov-07,27-Nov-19,26-Nov-20,,NA,MANWAL,TATLI,,Ordinary Service,2012-2013,2007-2008,DIESEL,
14608,UDHAMPUR ARTO,JK14C4864,24-Jan-13,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,04-Dec-02,01-Jan-22,31-Dec-22,,NA,UDHAMPUR,DHANAL TALPAR,,Ordinary Service,2012-2013,2002-2003,DIESEL,
14609,UDHAMPUR ARTO,JK14C4927,31-Jan-13,LPV,Commercial,Motor Cab,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,29-Jun-13,27-Jun-16,26-Jun-20,,NA,RAMNAGAR,BADHOLE,,Ordinary Service,2012-2013,2013-2014,DIESEL,
14610,UDHAMPUR ARTO,JK14C4980,07-Feb-13,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,08-Oct-01,08-Oct-21,07-Oct-23,,NA,MANWAL,RAMKOTE MAKWAL,VICE VERSA,Ordinary Service,2012-2013,2001-2002,DIESEL,
14611,UDHAMPUR ARTO,JK14C4996,07-Feb-13,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,21-Jan-06,21-Jan-16,20-Jan-17,,NA,,,NA,Ordinary Service,2012-2013,2005-2006,DIESEL,
14612,UDHAMPUR ARTO,JK14C5048,09-Feb-13,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,20-Dec-04,30-Dec-18,29-Dec-20,,NA,REASI,DERA KANJLI,VICE VERSA,Ordinary Service,2012-2013,2004-2005,DIESEL,
14613,UDHAMPUR ARTO,JK14C5109,15-Feb-13,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,16-Jan-09,18-Jan-15,17-Jan-16,,NA,,,NA,Ordinary Service,2012-2013,2008-2009,DIESEL,
14614,UDHAMPUR ARTO,JK14C5175,15-Feb-13,LPV,Commercial,Maxi Cab,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,15-Mar-13,16-Feb-15,15-Feb-16,,NA,,,NA,Ordinary Service,2012-2013,2012-2013,DIESEL,
14615,UDHAMPUR ARTO,JK14C5204,21-Feb-13,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,05-Mar-13,05-May-22,04-May-24,,NA,MANWAL,NAGROTA,,Ordinary Service,2012-2013,2012-2013,DIESEL,
14616,UDHAMPUR ARTO,JK14C5245,23-Feb-13,HPV,Commercial,Bus,Stage Carriage Permit,BIG BUSES(HTV),02-Mar-13,02-Mar-20,01-Mar-22,JAMMU BANIHAL AREA,NA,,,NA,Ordinary Service,2012-2013,2012-2013,DIESEL,
14617,UDHAMPUR ARTO,JK14C5275,28-Feb-13,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,05-Mar-13,05-Mar-16,04-Mar-17,,NA,,,NA,Ordinary Service,2012-2013,2012-2013,DIESEL,
14618,UDHAMPUR ARTO,JK14C5286,28-Feb-13,HPV,Commercial,Bus,Stage Carriage Permit,BIG BUSES(HTV),13-Mar-13,13-Mar-20,12-Mar-25,JAMMU BANIHAL AREA,NA,,,NA,Ordinary Service,2012-2013,2012-2013,DIESEL,
14619,UDHAMPUR ARTO,JK14C5340,02-Mar-13,LPV,Commercial,Motor Cab,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,10-Mar-15,27-Feb-18,26-Feb-19,,NA,NEILI,RAILWAY STN MANWAL,,Ordinary Service,2012-2013,2014-2015,DIESEL,
